SURFACE;PLAYER;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Hard;Connor Smith;16;24;0.057;0.04;0.634;0.659;0.532;0.62;0.397;0.304;0.548;247;40;-;0
Hard;Juan Alejandro Hernandez Serrano;0;1;0.026;0.013;0.618;0.574;0.393;0.692;0;0.179;0.353;3;1;-;0
Clay;John Lamble;2;2;0.054;0.043;0.636;0.641;0.525;0.522;0.379;0.318;0.745;29;4;-;0
Hard;John Lamble;4;9;0.033;0.06;0.596;0.653;0.559;0.594;0.378;0.318;0.55;74;13;-;0
Hard;Florian Lakat;0;5;0.128;0.088;0.553;0.697;0.481;0.389;0.355;0.308;0.519;31;5;-;0
Hard;Grigoriy Lomakin;1;7;0.029;0.037;0.646;0.689;0.537;0.537;0.208;0.188;0.468;24;8;-;0
Clay;Grigoriy Lomakin;2;5;0.043;0.057;0.604;0.612;0.51;0.489;0.207;0.269;0.588;29;7;-;0
Clay;Felipe Garces;0;1;0;0.051;0.538;0.381;0.313;0.143;0.5;0.2;0.444;2;1;-;0
Hard;Nino Portales;0;2;0.064;0.073;0.509;0.696;0.478;0.4;0;0.113;0.435;4;2;-;0
Hard;Christian Samuelsson;0;1;0.184;0.132;0.566;0.721;0.435;0.692;0.5;0.279;0.5;4;1;-;0
Clay;Christian Samuelsson;1;1;0.097;0.076;0.521;0.8;0.5;0.545;0.667;0.32;0.5;9;2;-;0
Grass;Marcus Walters;1;2;0.023;0.058;0.636;0.682;0.566;0.385;0.2;0.17;0.405;5;3;-;0
Hard;Lakshit Sood;2;6;0.032;0.078;0.553;0.605;0.593;0.566;0.293;0.276;0.556;41;8;-;0
Hard;Pietro Licciardi;1;2;0.062;0.021;0.754;0.673;0.5;0.538;0.4;0.168;0.59;10;3;-;0
Clay;Matej Sabanov;3;6;0.012;0.062;0.597;0.631;0.487;0.468;0.507;0.35;0.735;75;9;-;0
Hard;Matej Sabanov;9;13;0.042;0.064;0.594;0.674;0.54;0.49;0.448;0.305;0.58;134;22;-;0
Clay;Pietro Licciardi;3;14;0.013;0.024;0.682;0.618;0.556;0.576;0.36;0.295;0.509;111;17;-;0
Hard;Zhansultan Chembotayev;0;1;0.063;0.063;0.653;0.661;0.667;0.875;0;0.184;0.389;1;1;-;0
Hard;Leny Mitjana;0;1;0.016;0.032;0.571;0.583;0.52;0.429;0.5;0.351;0.48;4;1;-;0
Clay;Mykyta Mashtakov;0;2;0;0.026;0.632;0.615;0.47;0.56;0.444;0.16;0.563;9;2;-;0
Hard;Nicholas Alexander Reyes;0;3;0.088;0.044;0.527;0.613;0.546;0.435;0.5;0.202;0.5;8;3;-;0
Clay;Geronimo Barrios;1;2;0.031;0.108;0.474;0.652;0.679;0.5;0.375;0.255;0.661;16;3;-;0
Hard;Domen Gostincar;1;2;0.006;0.067;0.628;0.566;0.582;0.364;0.714;0.297;0.468;7;3;-;0
Clay;Calin Manda;1;1;0.016;0.047;0.781;0.68;0.545;0.5;0.333;0.338;0.406;9;2;-;0
Hard;Enzo Wallart;3;3;0.067;0.056;0.611;0.682;0.611;0.559;0.278;0.236;0.639;36;6;-;0
Hard;Pawel Zawisza;0;1;0.024;0.035;0.706;0.683;0.409;0.167;0.5;0.167;0.618;6;1;-;0
Clay;Luca George Tatomir;0;1;0.038;0.038;0.61;0.641;0.378;0.6;0.667;0.216;0.565;6;1;-;0
Hard;Francisco Cerundolo;0;1;0.009;0.045;0.679;0.513;0.452;0.438;0.583;0.5;0.576;12;1;-;0
Clay;Francisco Cerundolo;1;2;0.021;0.078;0.652;0.75;0.447;0.5;0.222;0.189;0.426;9;3;-;0
Hard;Jonas Eriksson Ziverts;0;1;0.111;0.153;0.583;0.69;0.579;0.714;0.143;0.25;0.417;7;1;-;0
Clay;Brian Orradre;0;1;0.015;0.015;0.569;0.486;0.444;0;0.375;0.357;1;8;1;-;0
Clay;Goran Markovic;0;1;0.06;0.06;0.571;0.729;0.419;0.692;0.75;0.35;0.44;4;1;-;0
Hard;Martin Joyce;1;6;0.15;0.048;0.611;0.73;0.489;0.565;0.222;0.202;0.519;36;7;-;0
Clay;Jonas Eriksson Ziverts;2;2;0.096;0.051;0.651;0.74;0.617;0.72;0.571;0.35;0.519;21;4;-;0
Hard;Patrik Fabian;3;2;0.111;0.013;0.711;0.769;0.51;0.545;0.455;0.289;0.495;22;5;-;0
Clay;Aaro Pollanen;0;1;0.09;0.112;0.539;0.708;0.742;0;0.1;0.286;0.438;10;1;-;0
Hard;Robin Thour;0;1;0.144;0.033;0.578;0.635;0.514;0.818;1;0.167;0.423;1;1;-;0
Hard;Seung Ri Choi;0;1;0.073;0.061;0.537;0.705;0.333;0.733;0.2;0.24;0.375;5;1;-;0
Grass;Sarp Agabigun;0;1;0.024;0.024;0.643;0.593;0.143;0.444;0.25;0.222;0.706;4;1;-;0
Clay;Lofo Ramiaramanana;0;2;0.012;0.06;0.663;0.455;0.304;0.286;0;0.114;0.273;0;2;-;0
Clay;Sarp Agabigun;0;4;0.028;0.049;0.632;0.519;0.443;0.343;0.36;0.303;0.53;25;4;-;0
Clay;Patrik Fabian;1;5;0.067;0.057;0.557;0.644;0.447;0.536;0.571;0.236;0.52;21;6;-;0
Clay;Robin Thour;1;2;0.048;0.053;0.561;0.676;0.431;0.583;0.4;0.288;0.521;10;3;-;0
Clay;Antoine Bellier;6;9;0.045;0.047;0.604;0.676;0.49;0.573;0.355;0.321;0.537;124;15;-;0
Hard;Antoine Bellier;5;6;0.042;0.041;0.602;0.646;0.551;0.522;0.348;0.291;0.566;66;11;-;0
Hard;Sarp Agabigun;1;10;0.04;0.049;0.582;0.635;0.439;0.521;0.418;0.27;0.549;55;11;-;0
Hard;Karl Friberg;0;2;0.026;0.017;0.652;0.507;0.421;0.524;0.5;0.291;0.447;4;2;-;0
Clay;Amine Chadli;0;2;0;0.109;0.594;0.237;0.316;0.333;0.25;0.2;0.405;4;2;-;0
Hard;Simon Carr;1;4;0.034;0.039;0.622;0.653;0.529;0.5;0.357;0.277;0.614;42;5;-;0
Clay;Karl Friberg;3;6;0.029;0.048;0.628;0.646;0.468;0.625;0.488;0.296;0.586;43;9;-;0
Hard;Conor Berg;0;1;0.078;0.039;0.569;0.621;0.4;0.6;0;0.238;0.286;0;1;-;0
Hard;Janis Podzus;0;1;0.111;0.037;0.519;0.619;0.417;0.5;0;0.235;0.423;3;1;-;0
Clay;Ivan Marrero Curbelo;0;1;0.019;0.075;0.585;0.484;0.333;0.4;0.333;0.35;0.6;6;1;-;0
Clay;Brandon Perez;0;1;0.062;0.062;0.619;0.667;0.548;0.8;0.4;0.321;0.519;5;1;-;0
Clay;Ignacio Carou;0;2;0.014;0.094;0.572;0.519;0.522;0.368;0.571;0.257;0.559;7;2;-;0
Hard;Ivan Marrero Curbelo;0;2;0.021;0.032;0.574;0.55;0.48;0.44;0.391;0.41;0.571;23;2;-;0
Hard;Mario Matejcek;0;3;0.013;0.073;0.556;0.548;0.482;0.519;0.5;0.262;0.538;4;3;-;0
Hard;Julian Ocleppo;0;5;0.098;0.073;0.615;0.614;0.592;0.596;0.333;0.245;0.397;18;5;-;0
Clay;Charles Force;0;6;0.006;0.053;0.622;0.588;0.464;0.409;0.278;0.203;0.474;18;6;-;0
Hard;Jordan Parker;0;4;0.073;0.085;0.555;0.701;0.483;0.481;0.25;0.218;0.39;12;4;-;0
Hard;Tae Woo Lee;1;3;0.049;0.045;0.605;0.646;0.435;0.462;0.292;0.335;0.552;24;4;-;0
Hard;Edward Bourchier;6;6;0.037;0.032;0.677;0.646;0.595;0.605;0.406;0.32;0.527;69;12;-;0
Clay;Julian Ocleppo;3;14;0.046;0.046;0.622;0.627;0.499;0.45;0.337;0.296;0.526;95;17;-;0
Clay;Jarryd Woog;0;1;0.043;0.029;0.594;0.707;0.5;0.6;0.333;0.154;0.556;3;1;-;0
Clay;Huixin Wang;0;1;0;0.078;0.725;0.514;0.4;0.444;0.286;0.333;0.462;7;1;-;0
Clay;Simone Roncalli;0;1;0.022;0.067;0.511;0.674;0.632;0.692;0.333;0.362;0.64;12;1;-;0
Hard;Jarryd Woog;0;2;0.082;0.074;0.59;0.625;0.512;0.385;0.5;0.215;0.333;2;2;-;0
Hard;Huixin Wang;1;2;0.052;0.026;0.597;0.62;0.603;0.333;0.471;0.402;0.554;17;3;-;0
Clay;Lucas Koelle;0;1;0.088;0.118;0.461;0.809;0.628;0.75;0.5;0.206;0.591;2;1;-;0
Clay;Christian Hirschmueller;0;1;0.053;0.044;0.593;0.716;0.512;0.857;0.333;0.25;0.478;3;1;-;0
Clay;Ivan Davydov;0;1;0.02;0.184;0.531;0.731;0.286;0.444;1;0.276;0.357;1;1;-;0
Hard;Fermin Tenti;0;1;0;0.054;0.527;0.59;0.387;0.667;0.143;0.242;0.647;7;1;-;0
Hard;Ivan Davydov;0;1;0.039;0.098;0.51;0.808;0.525;0.4;1;0.154;0.5;2;1;-;0
Hard;Aswin Lizen;0;2;0;0.084;0.695;0.582;0.345;0.625;0.429;0.309;0.486;7;2;-;0
Hard;Christian Hirschmueller;1;1;0.125;0.068;0.604;0.767;0.524;0.667;0.214;0.202;0.59;14;2;-;0
Hard;Robbie C Bellamy;0;1;0.053;0.018;0.596;0.529;0.455;0.636;0.25;0.194;0.462;4;1;-;0
Clay;Bekkhan Atlangeriev;0;1;0;0.045;0.523;0.609;0.474;0;0;0.143;0.409;0;1;-;0
Hard;Samuel Puskar;0;1;0;0;0.747;0.593;0.3;0.75;0;0.045;0.167;0;1;-;0
Clay;Michele Longo;0;2;0;0.08;0.6;0.4;0.563;0.286;0;0.229;0.433;2;2;-;0
Hard;Patric Prinoth;0;3;0.083;0.083;0.544;0.631;0.566;0.56;0.214;0.184;0.545;14;3;-;0
Clay;Alejandro Moro Canas;1;1;0;0.071;0.683;0.593;0.419;0.4;0.571;0.4;0.608;14;2;-;0
Clay;Francisco Cabral;0;4;0.065;0.041;0.576;0.49;0.462;0.333;0.182;0.238;0.375;11;4;-;0
Clay;Georgii Kravchenko;0;1;0;0.157;0.451;0.348;0.55;0.4;1;0.333;0.471;2;1;-;0
Hard;David Argasinski;0;1;0;0.066;0.672;0.512;0.438;0.538;0.667;0.346;0.545;3;1;-;0
Clay;Luca Pancaldi;0;1;0.054;0.014;0.649;0.583;0.64;0.571;0.5;0.39;0.417;6;1;-;0
Hard;Luigi Sorrentino;0;1;0;0.082;0.479;0.543;0.594;0.333;0.4;0.375;0.452;10;1;-;0
Hard;William Ma;0;2;0.084;0.015;0.656;0.733;0.442;0.556;0.25;0.218;0.31;4;2;-;0
Clay;Mico Santiago;0;3;0;0.107;0.65;0.53;0.488;0.407;0.545;0.253;0.585;11;3;-;0
Hard;Adil Kalyanpur;0;4;0.028;0.057;0.52;0.57;0.452;0.5;0.357;0.259;0.404;14;4;-;0
Hard;Mico Santiago;1;5;0.033;0.099;0.555;0.618;0.578;0.592;0.323;0.282;0.581;31;6;-;0
Hard;Luca Pancaldi;4;3;0.064;0.022;0.662;0.752;0.528;0.738;0.355;0.177;0.546;31;7;-;0
Clay;Daniele Catini;0;1;0.017;0.1;0.483;0.552;0.4;0.615;0;0.136;0.529;1;1;-;0
Hard;Kamil Gajewski;0;1;0.133;0.1;0.417;0.76;0.517;0.571;0;0.029;0.727;5;1;-;0
Clay;Kamil Gajewski;0;1;0.085;0.106;0.489;0.522;0.474;0.5;0.5;0.286;0.5;2;1;-;0
Hard;Ivan Saveljic;0;2;0.051;0.081;0.495;0.571;0.405;0.471;0;0.151;0.483;2;2;-;0
Clay;Camilo Andres Erazo;0;4;0.021;0.064;0.57;0.485;0.558;0.345;0.375;0.289;0.442;16;4;-;0
Clay;David Fleming;1;6;0.016;0.084;0.597;0.542;0.463;0.538;0.556;0.253;0.495;18;7;-;0
Hard;San Hui Sin;1;3;0.03;0.03;0.591;0.599;0.432;0.448;0.4;0.336;0.579;20;4;-;0
Grass;Ben Jones;0;1;0.109;0.036;0.727;0.6;0.385;0.429;0;0.111;0.385;0;1;-;0
Clay;Sanetulla Kutybaev;0;1;0;0.128;0.702;0.606;0.375;0;0;0.2;0.364;2;1;-;0
Grass;Koray Kirci;0;1;0.017;0.051;0.729;0.605;0.615;0.5;0;0.152;0.1;3;1;-;0
Hard;Koray Kirci;0;3;0.03;0.104;0.518;0.588;0.565;0.368;0.429;0.28;0.34;7;3;-;0
Clay;Mats Rosenkranz;0;4;0.043;0.072;0.558;0.6;0.447;0.4;0.409;0.318;0.597;22;4;-;0
Hard;Sanetulla Kutybaev;1;6;0.024;0.086;0.646;0.555;0.545;0.468;0.52;0.25;0.612;25;7;-;0
Clay;Filip Bergevi;1;4;0.081;0.039;0.528;0.689;0.545;0.6;0.444;0.297;0.574;27;5;-;0
Hard;Jonathan Ho;1;4;0.049;0.095;0.449;0.701;0.488;0.515;0.2;0.196;0.517;20;5;-;0
Hard;Filip Bergevi;1;2;0.09;0.048;0.58;0.771;0.6;0.333;0.375;0.295;0.62;24;3;-;0
Hard;Mats Rosenkranz;2;2;0.096;0.084;0.556;0.759;0.585;0.652;0.15;0.235;0.625;20;4;-;0
Clay;Vasile Antonescu;3;5;0.027;0.046;0.582;0.605;0.523;0.509;0.35;0.328;0.529;40;8;-;0
Hard;Billy Harris;0;1;0.053;0.053;0.544;0.806;0.391;0.5;1;0.19;0.474;1;1;-;0
Hard;Edoardo Lamberti;1;2;0.005;0.027;0.576;0.632;0.452;0.5;0.667;0.255;0.453;6;3;-;0
Clay;Hugo Pontico;1;1;0.056;0.063;0.664;0.695;0.538;0.417;0.231;0.298;0.526;13;2;-;0
Grass;Billy Harris;1;1;0.096;0.066;0.599;0.68;0.536;0.533;0.333;0.293;0.694;15;2;-;0
Hard;Benard Bruno Nkomba;0;4;0.022;0.163;0.446;0.598;0.472;0.414;0.222;0.267;0.411;9;4;-;0
Hard;Artem Strokan;0;5;0.017;0.199;0.426;0.44;0.545;0.267;0;0.075;0.37;3;5;-;0
Clay;Artem Strokan;1;4;0.016;0.12;0.459;0.333;0.338;0.222;0.267;0.283;0.439;15;5;-;0
Clay;Nicholas Bybel;1;2;0.014;0.045;0.543;0.575;0.495;0.5;0.5;0.34;0.324;12;3;-;0
Hard;Christopher G Haworth;0;1;0.02;0.059;0.549;0.536;0.7;0.571;0;0.214;0.118;0;1;-;0
Clay;Niklas Schell;0;1;0.02;0.059;0.49;0.48;0.391;0.4;1;0.188;0.4;1;1;-;0
Clay;Joel Cannell;0;1;0.031;0.031;0.724;0.62;0.667;0.778;0.222;0.286;0.667;9;1;-;0
Hard;Niklas Schell;0;1;0.11;0.028;0.743;0.691;0.6;0.429;1;0.239;0.375;2;1;-;0
Hard;Chung Hyo Woo;0;5;0.012;0.114;0.643;0.463;0.371;0.408;0.333;0.263;0.62;24;5;-;0
Hard;Lukas Mugevicius;3;6;0.052;0.071;0.544;0.671;0.5;0.547;0.429;0.308;0.513;49;9;-;0
Clay;Delf Gohlke;0;1;0.016;0;0.556;0.543;0.286;0.6;0.429;0.294;1.167;7;1;-;0
Hard;Alexander Crnokrak;2;3;0.095;0.072;0.536;0.679;0.54;0.471;0.34;0.348;0.626;47;5;-;0
Clay;Lukas Mugevicius;3;3;0.034;0.03;0.512;0.625;0.527;0.522;0.556;0.379;0.558;45;6;-;0
Hard;Tadiwa Chinamo;0;1;0.021;0.042;0.708;0.574;0.333;0.571;0.4;0.158;0.63;5;1;-;0
Hard;Alexander Brown;2;6;0.075;0.046;0.679;0.691;0.627;0.636;0.234;0.232;0.545;47;8;-;0
Clay;Nils Brinkman;0;1;0.041;0.061;0.551;0.704;0.421;0.5;0;0.171;0.5;3;1;-;0
Clay;Luka Zaninovic;0;1;0.021;0.043;0.745;0.457;0.2;0.538;0.5;0.174;0.467;2;1;-;0
Hard;Aleksandar Kovacevic;0;5;0.064;0.074;0.522;0.686;0.525;0.513;0.381;0.188;0.541;21;5;-;0
Clay;Sergio Luis Hernandez Ramirez;1;4;0.031;0.062;0.541;0.579;0.476;0.345;0.278;0.303;0.449;18;5;-;0
Hard;Maxime Pauwels;0;1;0.015;0;0.636;0.595;0.417;0.636;0;0.148;0.429;2;1;-;0
Clay;Sebastian Exequiel Pini;2;4;0.013;0.056;0.647;0.601;0.462;0.488;0.326;0.379;0.531;43;6;-;0
Hard;Wilfredo Gonzalez;3;5;0.064;0.05;0.644;0.705;0.523;0.556;0.299;0.321;0.51;67;8;-;0
Hard;Abduvoris Saitmukhamedov;0;1;0.111;0.056;0.667;0.5;0.4;0.333;0;0;0.167;0;1;-;0
Clay;Abduvoris Saitmukhamedov;0;1;0.026;0.077;0.59;0.391;0.462;0;0;0.296;0.455;1;1;-;0
Clay;Wilfredo Gonzalez;0;1;0.06;0.06;0.663;0.636;0.478;0.733;0.4;0.318;0.5;5;1;-;0
Clay;Asdrubal Gobernate;0;2;0.05;0.05;0.43;0.512;0.462;0.444;0.429;0.218;0.515;7;2;-;0
Hard;Chun Hun Wong;0;2;0.027;0.027;0.671;0.66;0.711;0.769;0.222;0.205;0.479;9;2;-;0
Grass;M Abid Ali Khan Akbar;1;0;0.037;0.024;0.598;0.673;0.516;0.571;0.333;0.42;0.528;9;1;-;0
Hard;Florian Broska;0;1;0;0.04;0.56;0.607;0.5;0.333;0;0.179;0.333;0;1;-;0
Clay;Florian Broska;0;1;0.024;0.024;0.333;0.286;0.481;0.167;0;0.143;0.294;0;1;-;0
Hard;Pablo Irigaray Guarne;0;1;0;0.145;0.581;0.583;0.529;0.333;0.25;0.394;0.586;12;1;-;0
Clay;Gregorio Cordonnier;0;4;0.056;0.09;0.536;0.613;0.545;0.512;0.182;0.222;0.667;22;4;-;0
Hard;Chan Yeong Oh;2;9;0.032;0.032;0.562;0.615;0.493;0.5;0.438;0.262;0.531;48;11;-;0
Clay;Niklas Guttau;0;2;0.028;0.113;0.566;0.5;0.412;0.421;0.143;0.241;0.364;7;2;-;0
Clay;Simon Beaupain;1;1;0.049;0.019;0.563;0.603;0.581;0.462;0.538;0.373;0.692;13;2;-;0
Hard;Yuanfeng Li;5;14;0.024;0.037;0.662;0.598;0.522;0.539;0.457;0.299;0.576;94;19;-;0
Hard;Alvaro Ochoa;0;1;0.02;0.06;0.68;0.5;0.462;0.5;0;0.314;0.368;1;1;-;0
Clay;Timi Kivijarvi;0;1;0.091;0.018;0.345;0.789;0.286;0.545;0.333;0.167;0.353;3;1;-;0
Clay;Yuanfeng Li;1;3;0.021;0.059;0.649;0.619;0.529;0.444;0.444;0.273;0.612;18;4;-;0
Hard;Johannes Schretter;0;1;0.042;0.125;0.5;0.583;0.333;0.25;0;0.15;0.111;2;1;-;0
Hard;Dostanbek Tashbulatov;0;1;0;0.075;0.566;0.533;0.526;0.5;0.333;0.192;0.474;3;1;-;0
Hard;Tristan Boyer;0;1;0;0.026;0.753;0.5;0.529;0.556;1;0.148;0.409;1;1;-;0
Clay;Dostanbek Tashbulatov;1;1;0.008;0.046;0.611;0.575;0.533;0.412;0.385;0.506;0.489;26;2;-;0
Hard;Diego Garcia Dalisay;1;1;0.022;0.077;0.604;0.582;0.724;0.444;0.833;0.286;0.652;6;2;-;0
Clay;Julian Bradley;1;2;0.018;0.088;0.609;0.599;0.506;0.6;0.333;0.396;0.588;36;3;-;0
Hard;Julian Bradley;1;2;0.041;0.025;0.513;0.614;0.549;0.522;0.571;0.223;0.435;7;3;-;0
Clay;Marko Tepavac;14;18;0.105;0.063;0.595;0.709;0.572;0.561;0.434;0.32;0.533;205;32;-;0
Hard;Marko Tepavac;18;23;0.127;0.039;0.641;0.727;0.562;0.467;0.402;0.238;0.524;209;41;-;0
Hard;Isaiah Strode;2;2;0.042;0.064;0.483;0.711;0.579;0.313;0.409;0.277;0.609;22;4;-;0
Clay;Isaiah Strode;2;1;0.034;0.077;0.51;0.736;0.605;0.667;0.579;0.33;0.598;19;3;-;0
Clay;Filip Duda;0;1;0.039;0.039;0.608;0.581;0.389;0.556;0;0.217;0.176;2;1;-;0
Hard;Petros Tsitsipas;0;1;0.08;0.08;0.54;0.519;0.474;0.444;0.5;0.25;0.636;2;1;-;0
Hard;Yassir Kilani;0;1;0;0.067;0.6;0.481;0.467;0.167;0;0.227;0.444;0;1;-;0
Hard;Tsung Hao Huang;0;3;0.013;0.039;0.555;0.593;0.397;0.35;0.286;0.245;0.47;14;3;-;0
Hard;Aryan Goveas;1;5;0.086;0.063;0.521;0.736;0.549;0.609;0.414;0.23;0.497;29;6;-;0
Clay;Alexis Gautier;2;4;0.037;0.049;0.594;0.679;0.486;0.575;0.414;0.261;0.51;29;6;-;0
Hard;Alexis Gautier;2;6;0.068;0.035;0.648;0.687;0.465;0.585;0.481;0.253;0.554;27;8;-;0
Hard;Joshua Peck;2;5;0.121;0.056;0.59;0.761;0.556;0.706;0.311;0.277;0.542;45;7;-;0
Hard;Henry Craig;2;7;0.042;0.061;0.542;0.671;0.632;0.609;0.382;0.269;0.448;34;9;-;0
Hard;Alexander Weis;0;1;0.102;0.041;0.531;0.692;0.286;0.429;0;0.148;0.25;3;1;-;0
Clay;Alan Nunez Aguilera;0;1;0.048;0.238;0.429;0.5;0.214;0.222;0.333;0.385;0.647;6;1;-;0
Hard;Alan Nunez Aguilera;0;2;0.052;0.06;0.575;0.675;0.429;0.667;0;0.169;0.379;0;2;-;0
Clay;Alexander Weis;2;2;0.04;0.044;0.593;0.642;0.463;0.44;0.421;0.394;0.653;38;4;-;0
Clay;Tillmann Erdbories;1;1;0.022;0.065;0.624;0.534;0.552;0.273;0.462;0.449;0.548;13;2;-;0
Clay;Joao Marcos Nusdeo;0;1;0;0.125;0.75;0.467;0.4;0.167;0;0.167;0.364;0;1;-;0
Hard;Kuatbek Abiyev;0;1;0;0.02;0.653;0.531;0.563;0.2;0;0.147;0.545;1;1;-;0
Hard;Shohei Chikami;0;1;0;0.061;0.727;0.646;0.357;0.333;0.167;0.29;0.381;6;1;-;0
Clay;Vasco Mensurado;0;1;0;0.053;0.702;0.45;0.286;0.3;0.429;0.273;0.733;7;1;-;0
Clay;Mac Styslinger;0;1;0.043;0.072;0.652;0.556;0.421;0.444;1;0.333;0.353;2;1;-;0
Hard;Jake Hersey;0;1;0.056;0.045;0.506;0.711;0.35;0.375;0.556;0.377;0.591;9;1;-;0
Hard;Mac Styslinger;0;2;0.06;0.134;0.59;0.608;0.351;0.435;0.5;0.261;0.485;6;2;-;0
Grass;Barnaby Smith;1;2;0.05;0.036;0.573;0.677;0.536;0.655;0.304;0.271;0.446;23;3;-;0
Hard;Alon Elia;0;1;0;0.038;0.835;0.682;0.3;0.4;0.333;0.313;0.267;3;1;-;0
Hard;Alexandre Tsuchiya;0;3;0.035;0.075;0.52;0.633;0.529;0.421;0.182;0.207;0.542;11;3;-;0
Clay;Vladyslav Orlov;2;1;0.005;0.061;0.615;0.71;0.594;0.647;0.435;0.393;0.545;23;3;-;0
Clay;Alexandre Tsuchiya;5;6;0.056;0.071;0.567;0.704;0.545;0.529;0.419;0.306;0.631;62;11;-;0
Clay;Adrian Obert;0;1;0;0.094;0.623;0.364;0.667;0.5;0.333;0.25;0.4;3;1;-;0
Hard;Adrian Obert;0;1;0.045;0.075;0.552;0.676;0.44;0.556;0.286;0.2;0.567;7;1;-;0
Clay;Ondrej Styler;0;3;0.025;0.019;0.596;0.583;0.452;0.52;0.429;0.233;0.353;7;3;-;0
Hard;Esteban Bruna;1;1;0.04;0.104;0.503;0.747;0.574;0.417;0.667;0.336;0.621;12;2;-;0
Clay;Esteban Bruna;2;7;0.032;0.065;0.621;0.601;0.519;0.5;0.311;0.306;0.601;61;9;-;0
Clay;Grigoriy Korobeynikov;0;1;0.029;0.058;0.681;0.489;0.5;0.615;1;0.148;0.571;1;1;-;0
Clay;Mehdi Abid;0;1;0.025;0.051;0.418;0.576;0.548;0.5;0.429;0.273;0.737;7;1;-;0
Hard;Grigoriy Korobeynikov;0;4;0.02;0.032;0.621;0.513;0.465;0.486;0.385;0.234;0.44;13;4;-;0
Hard;Tetsuro Habusawa;0;1;0;0.046;0.538;0.429;0.481;0.6;0.5;0.077;0.278;2;1;-;0
Hard;Courtney John Lock;0;4;0.022;0.049;0.705;0.456;0.364;0.41;0.133;0.232;0.5;15;4;-;0
Clay;Sergiu Ioan Bucur;1;1;0.023;0.113;0.504;0.582;0.431;0.333;0.556;0.351;0.667;18;2;-;0
Clay;Morgan Johansson;0;1;0;0.095;0.5;0.571;0.471;0.2;0;0.147;0.375;3;1;-;0
Clay;Patrick Kaukovalta;0;1;0;0.08;0.48;0.417;0.409;0.538;0.4;0.296;0.615;5;1;-;0
Hard;Maximilian Dinslaken;0;1;0.189;0.094;0.491;0.731;0.545;0.727;0;0.188;0.421;1;1;-;0
Grass;Maximilian Dinslaken;0;2;0.127;0.112;0.53;0.718;0.563;0.286;0.091;0.247;0.417;11;2;-;0
Clay;Marcos Vinicius Dias;0;2;0.024;0.04;0.611;0.584;0.455;0.55;0.5;0.132;0.639;2;2;-;0
Clay;Christian Voinea;0;1;0.047;0.093;0.419;0.444;0.476;0.5;0;0.313;0.313;2;1;-;0
Hard;Eduardo Nava;0;1;0.024;0.268;0.561;0.609;0.286;0.286;1;0.111;0.375;1;1;-;0
Hard;Oliver Anderson;4;6;0.028;0.041;0.572;0.666;0.5;0.5;0.388;0.311;0.575;67;10;-;0
Hard;Michael Genender;0;3;0.098;0.064;0.601;0.663;0.552;0.529;0;0.202;0.386;6;3;-;0
Hard;Daniele Spinnato;2;2;0.009;0.041;0.68;0.644;0.475;0.458;0.619;0.403;0.629;21;4;-;0
Clay;Daniele Spinnato;3;3;0.027;0.038;0.637;0.686;0.493;0.578;0.333;0.315;0.625;57;6;-;0
Hard;Jonathan Mridha;1;3;0.052;0.036;0.61;0.694;0.544;0.452;0.286;0.265;0.472;28;4;-;0
Clay;Jonathan Mridha;7;9;0.037;0.031;0.629;0.66;0.58;0.645;0.5;0.32;0.578;88;16;-;0
Hard;Daniel Tamir;0;1;0;0;0.7;0.643;0.25;0.2;0;0.138;0.714;2;1;-;0
Hard;Hao Yuan Ng;0;1;0;0;0.803;0.528;0.769;0.571;1;0.143;0.333;1;1;-;0
Hard;Cristobal Grandon Diaz;0;1;0.019;0.115;0.423;0.545;0.5;0.375;0.167;0.233;0.692;6;1;-;0
Clay;Cristobal Grandon Diaz;0;5;0.02;0.084;0.602;0.577;0.554;0.561;0.345;0.261;0.543;29;5;-;0
Hard;Natthasith Kunsuwan;0;6;0.021;0.05;0.622;0.618;0.438;0.569;0.095;0.191;0.495;21;6;-;0
Hard;Jorge Blanco Guadalupe;2;2;0.048;0.062;0.538;0.72;0.65;0.655;0.5;0.339;0.634;24;4;-;0
Hard;Stefan Skadarka;0;5;0.05;0.123;0.564;0.633;0.529;0.593;0.364;0.289;0.575;33;5;-;0
Clay;Yvo Panak;0;1;0.02;0.06;0.5;0.56;0.318;0.455;0.222;0.24;0.75;9;1;-;0
Clay;Alessandro Ceppellini;0;3;0.041;0.053;0.488;0.53;0.5;0.455;0;0.14;0.5;4;3;-;0
Clay;Mircea Alexandru Jecan;1;1;0.023;0.07;0.504;0.723;0.473;0.533;0.667;0.212;0.609;6;2;-;0
Hard;Mick Veldheer;1;1;0.008;0.032;0.64;0.7;0.488;0.714;0.429;0.315;0.6;14;2;-;0
Hard;Keivon Tabrizi;0;1;0.022;0.133;0.489;0.591;0.353;0.286;0.333;0.241;0.364;3;1;-;0
Clay;Giorgio Ricca;0;3;0.047;0.061;0.575;0.672;0.468;0.538;0.313;0.259;0.534;16;3;-;0
